"id","ean","nombre","descripcion","imagen","precio","precio_con_descuento","departamento","categoria","subcategoria"
"4977b8ad-da0c-4875-89fc-60f761df6f36","7504025113699",Funda Jordache Premium Estándar Café,Funda Jordache premium estándar.,https://chedrauimx.vtexassets.com/arquivos/ids/32799247/7504025113699_00.jpg?v=638567430431630000,$0.00,$0.00,Hogar y jardin,Recamara,""
"2004a389-6923-4467-abf0-b90044f0e10a","17501065085525",Voltaren Emulgel 1.16% 50g,"Voltaren Emulgel gel 50 g. Diclofenaco 1.16% Es un analgésico y antiinflamatorio.Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.",https://chedrauimx.vtexassets.com/arquivos/ids/33482098/7501094911485_00.jpg?v=638580771232770000,$145.00,$145.00,Farmacia,Medicamentos,""
"18c128cf-5097-46fb-9fd9-aac744beb2a8","7500503138192",Playera Baby Optima Blanco Playera Baby Optima 35778,"Playera Baby Optima hecha de algodón, color blanco con divertidos diseños. Modelo 35778.",https://chedrauimx.vtexassets.com/arquivos/ids/33430056/7500503138192_00.jpg?v=638579820987970000,$49.90,$49.90,Bebes,Ropa de bebe,Ropa interior para bebe
"1eac5d36-317c-479e-96dc-929a40d8c01a","750143110885",Pantaleta Corte Francés Hanes 42M3 Bikini Hanes 42M3C01,Panty corte francés hecha con tela fresca y ultra suave.,https://chedrauimx.vtexassets.com/arquivos/ids/32421441/7501431108851_00.jpg?v=638563168692370000,$269.00,$269.00,Moda y belleza,Ropa para mujer,Lencería y corsetería
"41e59ce4-9621-4048-be19-6bde24470b98","7501055349579",Refresco Fresca Sin Azúcar Toronja 3L,"Refresco frutal sabor toronja sin calorías Fresca Sin Azúcar 3L botella PET
Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.",https://chedrauimx.vtexassets.com/arquivos/ids/33364203/7501055349579_00.jpg?v=638578658635100000,$32.15,$31.00,Supermercado,Bebidas,""
"7a8a92aa-2243-4c0a-8554-4bf40e0a20f0","7500435129404",Antitranspirante en Crema Secret Clínico Powder Protect 45g,"La crema suave antitranspirante de Secret ha sido especialmente diseñada para adaptarse a los cambios del cuerpo de una mujer.Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.",https://chedrauimx.vtexassets.com/arquivos/ids/33514999/7500435129404_00.jpg?v=638581310817470000,$105.00,$105.00,Cuidado e higiene personal,Cuidado corporal,Desodorantes y antitranspirantes
"0d05c2f7-cf01-42ad-a98f-3222db909ff8","17501213240783",Multiprenda Nenuco Manga Corta 222652 Multiprenda Nenuco 240755,Multiprenda Nenuco manga corta jaquard para recién nacido. Modelo 222652.,https://chedrauimx.vtexassets.com/arquivos/ids/33617951/7501213240786_00.jpg?v=638582982781570000,$89.00,$89.00,Bebes,Ropa de bebe,Mamelucos y pañaleros
aa03b0f2-37da-4cb5-8438-e843eb29e404,"",Llanta Continental Vancontact AP 225/75R16 118/116R,VanContact  APManeja cualquier carga en cualquier carretera diseño durable. Mejora el rendimiento de cortes y desgarres compuesto inteligente. Menos daños gracias a compuesto para expulsar piedras construcción robusta. Duradero incluso bajo carga pesada.(La imagen del producto es ilustrativa y no incluye el rin ni la válvula),https://chedrauimx.vtexassets.com/arquivos/ids/32756651/642613129749_00.jpg?v=638566681285300000,"$6,664.05","$5,126.19",Automoviles y motos,Llantas,Llantas rin 16
"4539b2fd-3d81-4266-894f-37ca65e27b01","14005808837356",Desodorante Aclarante NIVEA Pearl & Beauty Roll On 50 ml,"Descubre el antitranspirante para mujer en roll on de NIVEA Pearl & Beauty que embellece tus axilas y proporciona una protección confiable.Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.",https://chedrauimx.vtexassets.com/arquivos/ids/33191017/4005808837359_00.jpg?v=638575131015200000,$30.00,$30.00,Cuidado e higiene personal,Cuidado corporal,Desodorantes y antitranspirantes
"66d20b7f-fc1a-45b1-97dd-d9d1f2f0e4e9","750101310276",Néctar Jumex Mango 475ml,"Deliciosa variedad de néctares y bebidas refrescantes elaboradas con las mejores frutas, en envase de cartón.
Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.",https://chedrauimx.vtexassets.com/arquivos/ids/33456186/7501013104691_00.jpg?v=638580432734500000,$16.00,$16.00,Supermercado,Bebidas,""
"4079b5a2-25de-425c-aab8-a2e84c96b409","750102030838",Paprika Catarino´s Molida 55g,"Para Catarino ́s, la selección, calidad y frescura de las mejores.
Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.",https://chedrauimx.vtexassets.com/arquivos/ids/33477396/7501020308389_00.jpg?v=638580747100900000,$32.00,$32.00,Supermercado,Despensa,Especias y condimentos
"1d595046-1b31-42e9-b226-1f05cd32e478","7501253678976",Condimento Selecto Cúrcuma 58g,"Condimento Selecto Cúrcuma 58g
Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.",https://chedrauimx.vtexassets.com/arquivos/ids/33538584/7501253678976_00.jpg?v=638581417728700000,$29.90,$29.90,Supermercado,Despensa,Especias y condimentos
"16574efd-23f6-47b0-b279-33535334c783","750228522000",Cepillo para Cabello Nía Ventilado,"Un producto que no puede faltar en tu hogar.Las imágenes del producto son únicamente de referencia, el diseño de etiquetas, colores, contenidos y accesorios pueden cambiar y/o variar sin previo aviso.",https://chedrauimx.vtexassets.com/arquivos/ids/31813998/7502285220003_00.jpg?v=638556485041900000,$121.00,$121.00,Cuidado e higiene personal,Cuidado capilar,""
d53943e7-4373-4fde-94d3-eb3101921d79,"7502295973005",Tazón RSXXI 20 Cm Primavera,Tazón RSXXI 20 Cm Primavera,https://chedrauimx.vtexassets.com/arquivos/ids/31852706/7502295973005_00.jpg?v=638556667426000000,$74.90,$74.90,Hogar y jardin,Cocina,""
